rating,text,helpful_vote,verified_purchase,timestamp,user_id,asin,review_length
5.0,"This is an awesome cover for kindle. It's durable, nice design, easy to hold. This my second one, will buy a third when this wear out. They also last a long time.",0,True,1626691663140,AFPR6PF6737LYHRMIOOJALWTXDQA,B076H4W11H,32
3.0,I bought these headphones because I thought they would last me a long time and the reviews were great.<br />The first pair I got at Walmart and those lasted me 2 years and then they stopped working and the latest one I bought on Amazon and thet just lasted me 1 year. I am so disappointed with these. I won't be buying them again.,0,True,1592071129440,AFCJSM4GMK2YMTSFWRJYCRE272RQ,B000UXZQ42,64
5.0,I can use 1 at a time so I can hear my game & what's going on around me.,0,True,1639100303573,AGLUAS4NS6KRPC2AUOLPJHBFVG2Q,B08G1YSRPR,19
5.0,"THE GOOD:<br />---------------<br />* This is a high quality 3v to 12v power supply, 1A and 12W max.<br />* Comes with a plethora of interchangeable DC tips.<br />* Awesome to have around, invaluable.<br /><br />TIPS ABOUT POLARITY:<br />----------------------------<br />* Reverse polarity cable included. If you mess around with vintage stuff, this cable is important. I've noticed many of my vintage stuff from the 70's to 90's have negative inside, positive outside. Whereas most modern gadgets and adapters, including this one, have positive inside, negative outside. This cable allows you to make it so your adapter is now negative inside, positive outside. If you don't match polarity with your device, YOU WILL FRY YOUR DEVICE.<br /><br />THE BAD:<br />------------<br />* Nothing. 5-Stars!",1,False,1654293801803,AHR6RGZTLOMBD7EBF3OK43JWMGNQ,B09TVXNNDN,121
5.0,This item was a great asset to my Goldwing motorcycle. works wonderfully on trips to keep me eyes open. wow,0,True,1383836914000,AHPQ4CPYDRMHILUHA4WJOQ7ANKQQ,B0002INUIY,20
5.0,Very impressed with this tripod!! Great buy,0,True,1604542272678,AHKMQQJ4WQ42244ELUBC3DGX4WFQ,B0843TLRPS,7
5.0,"I used this in a 2nd floor apartment. I laid it flat under my TV as I didn’t want an eye sore hanging above or even behind my TV. I wasn’t expecting good reception, but I am pleasantly surprised how good the channels come in. Good value for the cost!",0,False,1613084665861,AGGFJ7VY3HU3HA7XFTYYOXXD4ZGQ,B001GGAIIQ,50
4.0,Works  well but way over priced.,2,True,1422408149000,AHDF7J4POYZFSKSU2V2MAOJ6BV6Q,B003K1L7QW,6
5.0,"Bought this cover for my Dad for the iPad mini we got him for his 82nd birthday. Obviously he LOVES his new tech toy, but he says the cover is really good and does exactly as it claims. I have the same type of cover for my iPad 3 and love it. Looks great, protects the iPad very well and is well made.",1,True,1361462737000,AEMSAB6U4VWVVKCJATP3HJNI2DCQ,B009QQMEEY,63
3.0,"This is my daughter's third MP3 player.<br />She wanted to try this one, since she loved the look of the design.<br />We figured how bad can a player be, right?<br />After seeing hers, my son ordered the same player.<br /><br />Well, they do play music - for a while.<br />They also play videos nicely, albeit very small and hard to see.<br /><br />As of today, with neither one a year old yet, one has had be to be sent back<br />to Sansa for work (totally locked up and could not even be rebooted). They took a<br />month to send back a refurb, rather than the one my son sent in with his music on it.<br /><br />My daughter's lasted a little longer, but does freeze up often.<br />However, the latest trick is that it has part of the sound going out.<br />She had purchased four pairs of various headphones trying to get the sound to stop<br />cutting out, thinking it was the headphone's problem. Nope - turns out, it is the<br />player. Don't know what is wrong, but one of the stereo sides cuts in and out endlessly.<br /><br />She'll be shopping for a new one, but it won't be this model anymore.<br />They are just too cheaply made to last. The technology has been around for a long time now,<br />and it shouldn't be that hard to make a decent, affordable player.<br />However, it seems like it might just be too hard for Sansa.",0,True,1328007179000,AFTEMMCIMU62ONZHLLXEXSME4Z6Q,B0015L0T68,245
4.0,I used them on my shoes  to help them stay on.,0,True,1673976837764,AHHFW36BP4VMQWC6V2NTKIXFAA2A,B07MWFRWKZ,11
5.0,100++++++++++++,0,True,1659297125144,AEYIYU7GP6KFI4HBOHJ5VAFM32WQ,B08HJNH13F,1
5.0,"[[VIDEOID:3663a2b63cb37ea4d978a919015e9f28]] I've owned past viofo dash cams. Once I saw the A139 come out I decided to change it to this one because it had better camera quality and the inside camera.<br />The install was fairly easy, same as all dash cams to hide the wire and use the cigarette adapter or hardwire it.<br />The camera quality is much better than the A129 pro. I can definitely see license plates more clearly. Especially on the local roads. (Bonus it comes with a polarizing lens- it is suppose to block out glare during the daytime)<br />I live in NY and the weather has been very hot the past few weeks. Never had any issues with the cam falling off the window or the dash cam overheating.<br /><br />A few days ago I left my car in a garage valet lot. Everything seemed fine until I needed money for some food. I usually don't keep money in my wallet. So I keep a few 20s in a visor organizer. When I looked inside, there was on a few dollar bills. Something felt off and I decided to check my dash cam. And I can clearly see the valet guy taking my money.<br />I must say I'm so glad I installed this 2 weeks ago.",1,True,1626285086921,AGV5IAI7ELBBT327V7EUBECMW6MQ,B08QCM7FL1,212
5.0,"I like the overall concept, it’s of good quality. I’m still getting the feel of the case but I prefer the older  case I had. The strips that hold the screen at an angle were a little more positive, the case itself had a better feel to it.",0,True,1613133489989,AEJIGRCGSSLPO543B2EK535QBPEQ,B07XYM62G6,48
4.0,"These seem fine. OK sound, good battery life, simple controls. Just wish the earbud retracted with button push. Minor complaint",2,True,1671901183156,AHRKDOW5K3DBTKDJJLHKN4LZD2RA,B07WDRPXLB,20
4.0,Took my time with the install and it shows.  Has held up well.  After 4 months I started getting some bubbles on the corner where my Case rubs but they quickly went away with very little effort.,0,True,1410141541000,AGHTKXHQSRVJQOXOBX4WDTJGTSQA,B00IGISSAM,37
2.0,"I just received these ear buds and I am quite disappointed. I do not expect these to last very long at all. The sound is not the problem for me, it's just that it seems to be of poor quality materials. The cord itself is very, very thin so it's already apparent that the wiring is not very well protected. When I put the plug into my iPod if I even slightly twist the plug while it is in the jack I will get a lot of static. Not worth $20.",2,True,1216902461000,AF6AJODJRJ4VMXE55IRLXKMUAXSQ,B000IG66VS,91
5.0,"[[VIDEOID:fc5c9137509ccd0d3c39ac7c8cb27e62]] This projector is awesome! The picture is clear and the size is compact. There are so many options with it and it is so easy to use. It even includes a really nice screen. Very lightweight. I am going to use this for Halloween, but is great for an outside movie theater at anytime! It has USB ports, HDMI, and auxiliary ports. It connects to Bluetooth and Wi-Fi easily too. Great projector for the price. The only small flaw is the remote as you have to snap on/snap off the battery compartment. If it had the sliding option, it would be better as I feel like it could break with snapping on and snapping off feature. In the video I am using the USB port with a Micro SD card with pre-loaded footage. It looks so clear!",2,False,1658583032944,AEXGISIVX7WBUNI7UHHERVB3DF7Q,B0B1W8QZYD,138
4.0,I needed some extra memory.,0,True,1564325029584,AFXMJCVLRCGRAEC7P37FZHEB24UQ,B079GVC56W,5
5.0,"Amazing picture quality - also has a 2nd to none HD quality image. No complaints on sound when on Zoom. Three light settings that are managed by touching the front of the camera. Very touch-sensitive. WELL worth the money, would recommend to others and would purchase again if needed!!",0,True,1599968095453,AEKXW3SUJQKPZ3Q5LCXDYSPBLGWQ,B08DHHSF3S,49
4.0,I like the cover just fine.  It works like it shows it does and that is good too.  Wish it had more than one height (for lack of a better word) to which it stands up but it does exactly what it says it does.  The great thing about it is that it fits my computer with either keyboard or without!!,0,True,1392826922000,AFAJQ42J7ZEW6SCDDCPMKJ5CPWVA,B00A2LIKTK,61
3.0,"Provides very minimal and basic protection, but that is exactly what I wanted as my iPod Nano 7 resides almost solely in the glove box of my vehicle.",0,True,1405368853000,AEMSAB6U4VWVVKCJATP3HJNI2DCQ,B009O7XGMO,28
5.0,"The camera arrived just as ordered.  It was a little more than plug-n-play for the Mac Mini, but after installing a bit of software, the camera worked great.  Awesome picture quality in light & dark conditions, as well as sound clarity.<br /><br />We tried to use it with a Dell D620 with little luck.  With out the software, as included, the camera was not available.  When we installed the software, the machine was so bogged down, it ceased to be functional.<br /><br />This camera is fantastic on newer / faster machines, but may be a pass on older slower machines.",1,True,1326844041000,AGE4DVSACZVPVD5OWZVKIGGHLCGA,B003M2YT96,100
5.0,"Ordered this for my son and his 17th birthday!! Chose this specifically because of the subwoofers and boy, you would’ve thought we had purchased an entire home stereo system… He was over the moon happiest with this gift- and mind you, he also received a new PS4 gaming station!!<br /><br />I was apprehensive how well the sub would sound in a small Bluetooth speaker and truly, it suits the needs we have perfectly. Those needs being… “I’m 17 with a few friends over (ha! Must remember we’re in the middle of COVID-19..!!) and we want to turn up music in my room, take the music to the pool… Or, just tell people we have our very own subwoofer! Sad but true, it’s all about bragging rights at this age… If this is any indication of the coolness factor, I’ve had two parents contact me asking what exactly was purchased to make us the coolest parents of the year!! That is The best endorsement I need.<br />As for functionality, I’m impressed the sound quality can turn an adequate size living room into a rave, mosh pit, country jamboree… Whatever your poison is- this speaker does not distort at the higher volume, which I was concerned about. The fact the music of choice happens to be mostly rap is another story… but, that is not the speakers fault it’s my sons poor taste in music!<br />As you can tell I am not a stereo guru or techie nope! Not in any capacity… I do know you can enter an SD card which was pretty impressive to the kids… I know they can lay tracks if that makes anyone feel better? Personally, I just made certain that had nothing to do with using drugs- and when I was assured it clearly wasn’t… I let them do their thing!<br />Great idea I want to toss out… We also chose a Bluetooth microphone that runs about the same price as the speaker- And.. as the kids listen to music they can karaoke of sorts… Using a lot of fun features the microphone has (Voice distortion, echo, voice enhancing.. truly the ability to make anyone sound better than they do!) I mention this because, together these two items have created such a fun source of entertainment for the small crowd… And during the quarantine I will take it all day long!<br />At night- my son plugs in the speaker so it’s fully charged and they have used it for a few hours at a time without any issue a battery‘s dying… Note, if next to an outlet you could also keep speaker plugged in and use it just the same. Technically, if plugged in this could run 24/7- but, not sure you want to torture yourself that way!?<br />I will admit, this does remind me a little bit of my old high school days in the 80’s.. when we would carry around a “boom box” on our shoulder- yep! You never knew when you needed to have a break dancing riff-off..!! The only thing different is, this Bluetooth speaker is half the size! Looks the same but a mini me version..<br />If looking for something to listen to that produces decent sound quality and definitely gets a throaty base this is it! Kids will appreciate it parents be warned-<br />I hope this info helps.. feel free to let me know!",0,False,1596600671808,AEIPJBAN7A55Q5DFFPZSR2UV3OKA,B086STGJ49,564
5.0,This item was the least expensive of the options available from the various Sellers.  Works great too.,2,True,1556110759506,AGWX2VRM6GYPGQM3XNL2NEYY7JAQ,B07L9TMP4P,17
2.0,"I really wanted to like this laptop cover.  I bought it for my 13"" Macbook Air.  It fit perfectly and looked great, however after just three months, the corners began to crack.",0,True,1569293022818,AHRDWMSPGJY7NXBCOVSBYJQFTQ6A,B07KPNM6FD,32
5.0,"I have two Viewsonic 23"" monitors in it and it doesn't tip over!",0,False,1546537631539,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,B07FDVYDB3,13
1.0,"I got this mouse because I left my good mouse at a friend's house, who I won't see for a month. I guess you get what you pay for because I've been working for about 2 hours and I've had to take the battery out to reset 5 times. The mouse icon just stops moving. At first I thought it happened when I was typing and went to move it again and it went to sleep, because the light went off. But it just stops mid move on a screen. It's almost better to just use the laptop track pad. I would not recommend",0,True,1645635132692,AFRZ3YEUSNVS6THSGMGSWWCMPJ5A,B08BKSFVNR,104
4.0,"I bought this television (I double checked the exact model number to be positive that t I am reviewing the correct one) used at an estate sale in January and it's been used daily in our master bedroom every since. The color and clarity of the picture is simply wonderful. In comparison to our brand new Sceptre 55&#34; 1080p tv in the living room and the 3 year old Samsung in the guest room, this Vizio has the prettiest picture and best refresh rate. The Samsung has the best native sound though without a sound bar enhancement.<br /><br />This Vizio is our only Smart Television and I have a Firestick on the living room tv. As of today, June 16, 2016, the Amazon app and others are all working just fine through the television's remote control with the direct access buttons. Connecting this tv to our wifi network did take several attempts and I had to update the firmware twice before it would connect and hold the connection for more than 48 hours. (To be honest, I have no idea if the former owner every actually used the internet connection so it may not have been updated before I got it) Since January, I have had no trouble with the connection or streaming. We do have a super fast internet service and a dual band router with this tv as the only thing typically streaming on one band.<br /><br />My one star deduction is the tiny receiver area for the remote control. If you are using the actual remote rather than a universal one for the cable box, you have to aim directly at the very tiny eye in the far left bottom corner and it can take a couple of tries to hit it just right from across a big room. This drives me nuts when I'm streaming from Amazon Prime and need to pause the show quickly or try to flick through the selections. However, I would totally buy another Vizio tv again in the future if the new ones are as good as this two year old used one has been - I've definitely gotten my hundred fifty dollars worth out of this one.",0,False,1466105499000,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00GKKI4IE,367
5.0,"So far they're great. No real complaints, though the cords are a bit stiff just as the way they're designed (to be tough). I think they're great.",0,True,1583523616539,AH7P2ZJ7NDT2NNVS7ZEGNEPT2J2Q,B01ASXFWEC,27
5.0,I have not done much with the firestick yet but my son had one and I liked the options for TV. I mostly watch networks but plan to use a lot when reruns are on. I liked the ease of setting it up and getting around on it.,0,True,1545354325131,AHYKFYB4M26KSRJY6DSZMV6UFYOA,B079QHML21,48
5.0,"Awesome tripod for travel. I have an older Mafroto that I wouldn't  trust with a cheap peice of glass let along my L series lenses. I also have a larger, newer Vangaurd, which is a beast of a tripod. It's amazing but it would take up way too much room to travel with. This tripod fits the bill for travel and I feel comfortable enough with it to support the heavyset of my gear. It also looks pretty cool.",4,False,1498628942886,AFJBKPK5W56XWSNPQU2WW66ISWYQ,B071JYLS7K,79
5.0,"I needed this for my work computer. My company sent me the monitor, but no cable. The picture is great. Its been on my computer for a while. I think its great!",1,True,1659321793030,AGF6GWDAWG7UW3R5O2G5O5JZC4BQ,B07PFKJDKJ,32
4.0,Bought this to cover model railroad tracks while painting the track bed. Didn't work. I do use this product to protect and improve appearance of wires in my hot rod truck.,0,True,1397022315000,AFYVDYPYTX3YUFXKX3WJLAEJOQXQ,B000CPZZAI,31
2.0,Magnets arent very strong.,0,True,1622014930684,AFLEIHILPO3CIWQJQEU7QTVENZFQ,B07V5H5X8K,4
1.0,So you spend $140 on a Fitbit. If you decide to buy one of these damn things then buy the extended warranty. Mine died within the first 90 days because I actually sweated using it and the place where it plugs in got sweat on it and now it won't work but guess what?!? Without the EXTENDED warranty there was NOTHING they would do so now I'm out $140 for a paperweight.,0,True,1481739730000,AFCLX5HG3ET2SALGQWJP2VJAVVYQ,B00N2BVOUE,72
3.0,"If only the battery life was better... I have the GPS turned off and I only measure my blood oxygen level when I'm asleep yet it is nearly impossible for the watch to last a little more than 24 hours.<br /><br />My next Garmin will be the one with a solar powered assist.<br /><br />That being said for the negatives this watch has the features I wanted at a good price:<br /><br />- Sleep quality/quantity<br />- Blood oxygen level<br />- Steps counter<br />- Flight of stairs counting<br />- Water intake recording ) manual input)<br />- Multiple activities recording (it can detect when I'm running, bike riding, etc.)<br /><br />It has been durable and the screen is still scratch free.<br /><br />If poor battery life isn't a deal breaker buy it.",1,True,1606266673481,AHCXVDS5SWUAQCGUWGT2D6KTH37Q,B07W6RWL2R,130
5.0,Got this with furniture. Good to have in case of defect or issues.,0,True,1558445827872,AHC5IMHOSWX536YGLYJUI2LDHJPA,B00KCZSLHC,13
5.0,Worked as described. Love it,0,True,1638418434594,AESOKEMPD5TNGOLDQRZAL46TKDUA,B004J5BYTS,5
4.0,"So far so good. A little different from a standard Android system like my older Samsung. Had to download a 3rd party file manager to see the music, books and other files I'd preloaded the 32 gig SD card with. The Amazon store does lack some apps, some I've paid good money for, so I'm debating installing the Google Play Store on this tablet (Amazon, you should offer us the option without all the bother it takes to install). But it is a lot faster than my old Samsung and the 8&#34; size is perfect for use in my bedroom. A 7&#34; Windows tablet that wasn't great was also a little too small. My 10&#34; tablet was too big. This seems to be the perfect size and runs apps better and with less lag and choppiness. Right now I'm quite happy with the Amazon brand and the price at the time could not be beat. Text is sharp and clear. Video from both Amazon and the local cable company were crisp and vibrant at full screen. Games, music and books all open quickly. Quite happy with the purchase and the performance.",1,True,1482907060000,AFUSWNVA72MMWHGYWJ652SYX2JJQ,B018SZT3BK,191
5.0,Ease of use and many different ways to set up good quality case,0,True,1647235390766,AGA3PQKDGXZQB7D3XXO74OO3GM7A,B082F75Y7F,13
4.0,"The size and button placement are comfortable, which is unusual for me, as I have large hands. The scroll-wheel placement is not optimal, as it is difficult to reach with the thumb while keeping my fingers on the track-ball, making the controller sub-optimal for gaming. Perfectly usable for office applications, however, and I appreciate that I can buy a replacement dongle should the one that came with it be lost or damaged, rather than having to buy another entire device.",1,True,1592225937197,AEVYYOZKW7NNUI77YPOCWJLSLXJQ,B07J3XZYGG,80
3.0,"It's an &#34;ok&#34; but not great player. Sound isn't the best but not the worst either, irregardless the equalizer setting. Seems cheaply made. Buttons are &#34;squishy&#34;. Directions aren't the best so getting around the menu presents learning that is trial and error. Once you figure it all out it's pretty easy.",0,True,1495590076000,AFEMVUNGJXKV5HA463WSDY4I2K7Q,B01N4J874E,51
2.0,"Bought these for hands free conference calls and zoom conferences while working from home. I received them today, and they paired easily to my Galaxy phone, and the sound is clear/crisp. I had the old model, and these seem to be better.<br />UPDATE: After wearing them for several things, I had issues with them falling out. I think they're just too heavy. They're definitely better than the old version, but still not for me.",1,True,1616094886279,AGQ7U6FWQ3Z5JXT6K47IJ5KBJMTA,B08QN2KKFG,74
5.0,Worked as intended and arrived quickly.  No complaints.,0,True,1534967912934,AGZM5DHSVE6IPELKHC5VUFCQHKMQ,B075NYW862,8
1.0,I worked for 2 days trying to hook up to my computer.  So frustrating.  Amazon helped by putting me in touch with Netgear company and could hardly understand her and not helpful or polite!  Netgear is not helpful unless you already have a degree in technology which I don't.  Rude!  So pleased that Amazon worked with me and I got a full refund.  Would never buy anything from Netgear again. But I love Amazon!  Nice customer service.,1,True,1602272328974,AF4VEZGRGAT75ZVAOR4KRNDMZIBQ,B00R2AZLD2,77
5.0,Very Good,0,True,1448145204000,AHZQIU5KSJ4ND44XWVC54JANOB3Q,B00B9H6VT2,2
5.0,I put lots of cds in it the side flap makes them easy to get out,0,True,1677095795082,AELN4HYQLDSGWPPIHC6OXWLXVUVQ,B0B6GR81LV,16
5.0,"[[VIDEOID:9b88dadfbf58bb503f1928922845b685]] I ordered this dash camera after stumbling across a dash-cam video on the internet & realized I could potentially save myself a lot of hassle either in an accident or even a police encounter. I had one a few years ago when I had a long commute but these days I do most of my driving in rental cars & in unfamiliar areas I wanted something small, portable & quick to install. This camera just takes a second to stick to the windshield with the suction mount & it takes a mini USB plug for power. It comes with a 12V port adapter with a very long cord but I mostly power it with a short USB cord & my own adapter.<br />I'm very pleased with the video quality & sound. I have tested it with 1080p30 1020x1080 & 720P60 1280x720. Given the long record time with the included 32gb memory I will probably keep it at 1080p. The microphone picks up the sound of the turn signal switch which is good & also my singing to the radio which is bad.<br />I don't know how well the video resolution will come across in the attached video but I'm impressed with the image I get on my computer, especially files made at night. In reviewing the videos taken at 1080p (& with my filthy windshields), I have to be right behind car to make out its license plate. I have since maxed out the resolution to 1440P because of this but I'm not sure it made that much difference. The wide angle also tends to make things look further away than they are, the car in the last clip was much closer to my car than it looks in the video.<br />The included 32gb memory card holds over 4 hours of video at 1080p30 1020x1080 resolution & that's day & night. The camera will over-write files that aren't saved & it has a ""save"" button that stores files where they won't be over-written. The software also has an adjustable feature that automatically saves files where an impact is detected. In the 2 cars I have used it, a big pothole or bump in the road will trigger an incident on the medium setting (see my video). The camera will also take still a still picture when the impact detection is triggered or the file is selected for saving.<br />The camera doesn't have it's own battery but so far it has managed to save the last file if the car shuts off the 12v port or usb when the key goes off. I have mine to record short, 5 minute clips as a precaution against this, The clip length is adjustable up to 10 minutes. Without the battery, won't record any activity when the car is parked even if the car is bumped if the cord is not plugged into an active port.",18,False,1639618342063,AH6BB7CTWB4BGZTRVYQE3M3MMWSA,B09DCTN5ZS,483
5.0,Great little cover.,0,True,1435696556000,AGN4X424AF2VO6DNDFHVF7JIPUAA,B00O4SE7GM,3
5.0,"[[VIDEOID:42e094483f6e955d0420a8154e31c5fb]] At first, I though this is a disappointment.  That this won’t be loud enough at the Ocean.  BUT, this makes a nice small, compact, rugged outside speaker.  No, it is not going to blow the windows out, but you do get a nice tone and small bass from this unit at max volume.  This is now our new beach and pool side system.  The charge last about 20 hours at 60% volume.  One charge will last all day at max volume.  Easy to charge and connect.  The lights add a cool nighttime effect.  This can connect to the APPfor light modes and sleep sound white noise, if that is your thing.  Overall, an excellent product.  I have tied simile speakers in this price range with horrible sound and very low volume.<br /><br />Trust you found this review honest and helpful:-)",1,False,1655081294952,AFKMX6JZ655VPVYHBTATZQS4IBOQ,B08YDGBX9F,141
5.0,Great device,0,True,1502757069845,AF224BZVIYKHVGJGPKGC3UAVTLQQ,B01D1NSWFW,2
5.0,"Fits my MacBook perfectly, saved it when I was too rough and hit my backpack against the wall. No damage to my computer, only a small tiny crack on the shell. Just perfect! The keyboard cover I don't use all the time, it started leaving stuff on the screen if left inside once computer is closed. Also, not the easiest to type with, but still like it!",2,True,1532203810699,AEREQ3R5YI3GMRV2K72GBAPNCDNA,B01HHKA154,67
5.0,I use these behind my TVs and at the wall where a 90-degree fitting allows the feed cables to be located closer to the wall. Easy to use and no problem with the signal.,0,True,1530974284740,AFKACPZLPON4JTXLI3H7UCWAU3FA,B00H7KD4T0,34
3.0,It is a decent cable,0,True,1443918307000,AEDQPYY76IMRKDA2HGWZ7STA6V2A,B00BFY8E1C,5
5.0,This product is perfect for my Samsung S10.  The length and durability are all that I was looking for.  Would definitely recommend to anyone.,0,True,1588468429085,AH5IHPUON5F6H62X4XWWKITRWUDQ,B076FPGWNZ,24
5.0,This 24ft screen is gigantic and reflects the picture very well.  Easy to setup and if it is windy you can use the included sand bags.  I didn’t need to use the sand bags.  The material is nice and thick.  I like the waterproof because I leave the screen lay in the grass till I put it away in the morning.  This is rear and front facing too.  Super impressed and we always invite the kids in our community out for the movies.<br /><br />Trust you found this review honest and helpful:-),0,False,1630727238122,AFKMX6JZ655VPVYHBTATZQS4IBOQ,B096Y2Q5TJ,92
5.0,Works well with my ipad. Was perfect for sharing a screen in a public space.,0,True,1469666583000,AG4IBL6TDT3RZJRIJMOFL2TGXJGQ,B001TKTHFY,15
5.0,Very heavy duty,0,True,1641661145296,AGF42GID7QWDCNFTJRCTMKAITJJA,B07NQ1B5B4,3
4.0,This telescope is so cool! I use it to see the moon and it works super good. I like it that you can connect your phone and take photos!,7,True,1593131220145,AFGDRVPCP742YM5MMLFIKZCGNNRQ,B088KRWG5K,29
5.0,"Have had this for over a year now, not a lick of trouble. Was in Cairo last summer during the demonstrations and used it there. Awesome, crisp lens, nice bokeh, fast AF. Can't say enough good about this lens. The IS was a lifesaver, BTW.",2,True,1388870947000,AGSXMEKFKM2HDFZ4UNE676O6D5LQ,B000I1X3W8,45
5.0,Serves the purpose more than I expected...,0,True,1490046996000,AEFA4I7GC3TEKAHRDMBVGJV6OXJQ,B00LS5NFQ2,7
