rating,sentiment_score,review_length,verified_purchase,helpfulness_ratio,actual_label,risk_probability,order_value,cost_ai,cost_human,cost_hybrid,optimal_strategy,expected_cost,shap_rating,shap_sentiment_score,shap_review_length,shap_verified_purchase,shap_helpfulness_ratio,top_risk_drivers,decision_explanation
4.0,0.1598412698412698,162,False,7.630952380952381,0,0.0242319876013611,24.99,0.5450016331422128,4.090833605523702,0.5450016331422128,AI Automation,0.5450016331422128,-3.8093834,0.42620158,-0.20376082,-0.3435805,-0.7612733,"review_length, helpfulness_ratio, rating","AI automation recommended due to low predicted risk (0.02). Key signals: review_length, helpfulness_ratio, rating."
5.0,0.6,3,True,0.0,0,0.0735507223983193,24.99,1.6542292974606008,4.2757048829101,1.6542292974606008,AI Automation,1.6542292974606008,-0.1147457,-1.2067437,0.035228685,0.059500154,-0.18575887,"rating, review_length, verified_purchase","AI automation recommended due to low predicted risk (0.07). Key signals: rating, review_length, verified_purchase."
5.0,0.3463203463203463,112,False,0.925925925925926,0,0.0608048002821707,24.99,1.367560763146303,4.227926793857717,1.367560763146303,AI Automation,1.367560763146303,-0.069081195,-0.25723624,-0.16646402,-0.4171103,-0.8937418,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.06). Key signals: review_length, rating, helpfulness_ratio."
2.0,0.0666666666666666,117,True,1.2941176470588236,1,0.8440205661857367,24.99,18.982866554083405,7.163811092347235,7.163811092347235,Human Review,7.163811092347235,1.1160077,0.19822273,-0.055698745,-0.028555429,0.21592303,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.84). Key drivers: review_length, rating, helpfulness_ratio."
5.0,0.4380952380952381,59,False,2.062717770034843,0,0.0265390067830331,24.99,0.5968888015571996,4.0994814669262,0.5968888015571996,AI Automation,0.5968888015571996,-0.20753886,-0.7314102,-0.19235355,-0.65659136,-1.852969,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.1916666666666666,17,True,0.1904761904761904,0,0.5414839760437321,24.99,12.178516105199575,6.02975268419993,6.02975268419993,Human Review,6.02975268419993,0.0055156266,0.38012865,0.15961118,0.085652165,-0.15751623,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.54). Key drivers: review_length, rating, verified_purchase."
4.0,0.041025641025641,65,True,8.59,0,0.0285657879408119,24.99,0.6424731365768023,4.107078856096134,0.6424731365768023,AI Automation,0.6424731365768023,-3.3067434,0.5882189,0.0041372455,0.0499157,-0.6998127,"review_length, helpfulness_ratio, rating","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, helpfulness_ratio, rating."
5.0,0.76,30,False,0.3515151515151515,0,0.0370075965877785,24.99,0.832337854855728,4.138722975809288,0.832337854855728,AI Automation,0.832337854855728,-0.17314893,-1.2310879,0.22328834,-0.52750456,-0.6256217,"review_length, rating, sentiment_score","AI automation recommended due to low predicted risk (0.04). Key signals: review_length, rating, sentiment_score."
5.0,0.2083333333333333,13,True,0.0967741935483871,0,0.3782781421022653,24.99,8.507853694022048,5.417975615670342,5.417975615670342,Human Review,5.417975615670342,0.004358286,0.015827432,0.041407984,0.042226035,0.30497414,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.38). Key drivers: review_length, rating, verified_purchase."
5.0,0.425,19,True,0.0,0,0.1372156281446154,24.99,3.0861166926005463,4.514352782100091,3.0861166926005463,AI Automation,3.0861166926005463,-0.09257575,-0.87965494,0.18215735,0.06705402,-0.113492176,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.14). Key signals: review_length, rating, verified_purchase."
2.0,0.087004662004662,167,False,2.333333333333333,0,0.8769388777118513,24.99,19.723232298617244,7.287205383102874,7.287205383102874,Human Review,7.287205383102874,1.7142696,0.20083393,-0.018276844,0.12828524,0.07841431,"review_length, helpfulness_ratio, rating","Human review recommended due to elevated risk (0.88). Key drivers: review_length, helpfulness_ratio, rating."
5.0,0.2916666666666667,185,False,1.9975728155339805,1,0.6590955431290768,24.99,14.823717860516066,6.470619643419345,6.470619643419345,Human Review,6.470619643419345,-0.0047866744,-0.07529808,0.08252646,-0.13300563,1.0554341,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.66). Key drivers: review_length, rating, helpfulness_ratio."
5.0,0.9,5,True,0.75,1,0.1983123806602509,24.99,4.460243753429703,4.74337395890495,4.460243753429703,AI Automation,4.460243753429703,-0.082757704,-1.4422485,0.05757531,0.040352743,0.6760026,"rating, review_length, verified_purchase","AI automation recommended due to low predicted risk (0.20). Key signals: rating, review_length, verified_purchase."
4.0,0.3166666666666666,314,False,5.107142857142857,0,0.0228360772089948,24.99,0.5136062125075038,4.085601035417917,0.5136062125075038,AI Automation,0.5136062125075038,-3.3384645,-0.4861833,-0.50972986,-0.28909564,-1.8726562,"review_length, helpfulness_ratio, rating","AI automation recommended due to low predicted risk (0.02). Key signals: review_length, helpfulness_ratio, rating."
5.0,0.1327380952380952,369,True,1.0,1,0.4259579826516992,24.99,9.580220987819366,5.596703497969894,5.596703497969894,Human Review,5.596703497969894,0.08783384,0.5512825,-0.2700029,0.13733198,-0.28847846,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.43). Key drivers: review_length, rating, verified_purchase."
5.0,0.75,16,True,0.2142857142857142,0,0.1550524730606981,24.99,3.487285171608161,4.581214195268027,3.487285171608161,AI Automation,3.487285171608161,-0.1490092,-1.0730324,0.05813779,0.10415452,0.08597856,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.16). Key signals: review_length, rating, verified_purchase."
5.0,0.45,67,True,0.0,1,0.1845310328499113,24.99,4.1502874598273545,4.691714576637892,4.1502874598273545,AI Automation,4.1502874598273545,-0.09304963,-0.894203,0.0841216,0.08627827,0.04930644,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.18). Key signals: review_length, rating, verified_purchase."
4.0,0.235,158,False,0.6842105263157895,0,0.0250648232279339,24.99,0.5637329392194634,4.09395548986991,0.5637329392194634,AI Automation,0.5637329392194634,-3.7450469,-0.12040657,-0.33318695,-0.24837641,0.25143358,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
4.0,0.0926917989417989,394,False,1.1587301587301588,0,0.0255415639271956,24.99,0.5744553142865567,4.095742552381092,0.5744553142865567,AI Automation,0.5744553142865567,-3.6796126,0.41747686,-0.33499905,-0.4021231,0.0046696058,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.525,26,True,0.0,0,0.1124860979415802,24.99,2.529924828804081,4.421654138134014,2.529924828804081,AI Automation,2.529924828804081,-0.0653365,-1.0077327,-0.024748132,0.07046513,-0.060989086,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.11). Key signals: review_length, rating, verified_purchase."
5.0,0.3751984126984127,95,False,1.6640625,0,0.0703822485006775,24.99,1.5829671510287378,4.26382785850479,1.5829671510287378,AI Automation,1.5829671510287378,-0.08272111,-0.2816529,-0.22341079,-0.4057674,-0.4039116,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.07). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.15,18,True,0.0,1,0.9212262798959298,24.99,20.71930026113936,7.453216710189893,7.453216710189893,Human Review,7.453216710189893,0.27883193,1.6072809,0.3066988,0.07186502,1.0435544,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.92). Key drivers: review_length, rating, verified_purchase."
5.0,0.5222222222222223,46,False,3.15,0,0.0494015240324334,24.99,1.1110896770134604,4.185181612835577,1.1110896770134604,AI Automation,1.1110896770134604,-0.07889592,-0.83977824,0.046064217,-0.5694622,-0.4914468,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.05). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.3666666666666667,22,True,1.2666666666666666,1,0.5731995573334348,24.99,12.89183124398628,6.148638540664381,6.148638540664381,Human Review,6.148638540664381,-0.021502879,-0.21188952,0.26962662,0.133351,0.31688222,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.57). Key drivers: review_length, rating, helpfulness_ratio."
5.0,-0.1,3,True,2.6666666666666665,1,0.7854316321832931,24.99,17.665142839434445,6.9441904732390745,6.9441904732390745,Human Review,6.9441904732390745,-0.007048488,1.459433,0.36320776,0.076294355,-0.21500576,"rating, review_length, helpfulness_ratio","Human review recommended due to elevated risk (0.79). Key drivers: rating, review_length, helpfulness_ratio."
4.0,0.063030303030303,118,True,2.851851851851852,0,0.0282304414636934,24.99,0.6349308589599284,4.105821809826654,0.6349308589599284,AI Automation,0.6349308589599284,-3.2575932,0.7203774,-0.17361413,0.2554364,-0.8692709,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
2.0,-0.0833333333333333,22,True,0.3333333333333333,1,0.929896929466254,24.99,20.91431184062552,7.485718640104253,7.485718640104253,Human Review,7.485718640104253,2.3368728,2.268101,0.15203555,-0.0029547163,-0.44684497,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, verified_purchase."
5.0,0.0,46,True,0.2272727272727272,0,0.7551051912197311,24.99,16.98307085572297,6.830511809287162,6.830511809287162,Human Review,6.830511809287162,0.075700045,0.9664856,0.06666962,0.04655181,-0.20013371,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.76). Key drivers: review_length, rating, verified_purchase."
5.0,0.333974358974359,207,False,3.635294117647059,0,0.0552369482980968,24.99,1.242334204172496,4.207055700695416,1.242334204172496,AI Automation,1.242334204172496,-0.06803282,-0.4481416,-0.13339657,-0.43909883,-0.5381029,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.06). Key signals: review_length, rating, helpfulness_ratio."
1.0,-0.0166666666666666,52,True,0.0,1,0.9348452823184716,24.99,21.025605244624742,7.50426754077079,7.50426754077079,Human Review,7.50426754077079,2.59322,2.1542974,0.05411564,0.020768967,0.41680577,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, verified_purchase."
5.0,0.0,1,True,0.0,1,0.9275113392788826,24.99,20.860657531721348,7.476776255286891,7.476776255286891,Human Review,7.476776255286891,0.36310083,1.9999598,0.16380462,0.035550196,1.1374499,"rating, review_length, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: rating, review_length, verified_purchase."
4.0,0.1604166666666666,94,True,0.2,0,0.0346305130546258,24.99,0.7788748691115899,4.129812478185265,0.7788748691115899,AI Automation,0.7788748691115899,-3.1599762,0.3800384,-0.14636353,0.15453748,0.051914945,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, verified_purchase."
2.0,-0.25,14,True,0.4423076923076923,1,0.9336325057593944,24.99,20.998328687034537,7.4997214478390894,7.4997214478390894,Human Review,7.4997214478390894,2.3908732,2.6979039,0.08516049,-0.059294313,-0.29545987,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, verified_purchase."
5.0,0.1285714285714285,68,True,0.2222222222222222,1,0.6153930425056233,24.99,13.840804918993976,6.306800819832329,6.306800819832329,Human Review,6.306800819832329,0.042865407,0.5142026,-0.0780573,0.08767354,0.0011712523,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.62). Key drivers: review_length, rating, verified_purchase."
4.0,0.0,3,False,0.0,1,0.0446503586402396,24.99,1.0042312161776297,4.167371869362938,1.0042312161776297,AI Automation,1.0042312161776297,-3.6638415,1.0456312,0.19600338,-0.21733545,0.5624623,"rating, review_length, sentiment_score","AI automation recommended due to low predicted risk (0.04). Key signals: rating, review_length, sentiment_score."
5.0,0.35,27,True,0.5,0,0.2363599737437042,24.99,5.315972169469652,4.885995361578275,5.315972169469652,Human Review,4.885995361578275,-0.038663574,-0.2885678,0.047886383,0.054146904,-0.1974727,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.24). Key drivers: review_length, rating, verified_purchase."
4.0,0.2319444444444444,132,True,0.25,0,0.0272324458253078,24.99,0.6124849390569993,4.102080823176166,0.6124849390569993,AI Automation,0.6124849390569993,-3.1005063,-0.21426496,-0.25030968,0.13683951,-0.0871453,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, verified_purchase."
2.0,0.3666666666666667,62,True,0.75,1,0.7868887168403171,24.99,17.697914130455572,6.949652355075929,6.949652355075929,Human Review,6.949652355075929,1.2423878,-0.59002286,0.018169302,-0.06668564,0.51260775,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.79). Key drivers: review_length, rating, verified_purchase."
5.0,-0.5,24,True,1.0,0,0.8773380957488868,24.99,19.73221111148821,7.288701851914702,7.288701851914702,Human Review,7.288701851914702,-0.06861062,2.1802914,0.09882101,0.10525856,-0.31172135,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.88). Key drivers: review_length, rating, verified_purchase."
5.0,0.55,63,True,1.4545454545454546,0,0.2780524002415988,24.99,6.253676533833799,5.042279422305633,6.253676533833799,Human Review,5.042279422305633,-0.038528398,-0.7376609,-0.13092107,0.16777079,0.5479538,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.28). Key drivers: review_length, rating, helpfulness_ratio."
5.0,1.0,14,True,1.0,0,0.1107602789296865,24.99,2.4911094334075807,4.41518490556793,2.4911094334075807,AI Automation,2.4911094334075807,-0.046704825,-1.2113103,0.13098778,0.15168615,-0.028472222,"review_length, rating, sentiment_score","AI automation recommended due to low predicted risk (0.11). Key signals: review_length, rating, sentiment_score."
5.0,0.0,10,True,0.3424657534246575,1,0.7600244792276115,24.99,17.09371056230821,6.848951760384702,6.848951760384702,Human Review,6.848951760384702,0.060717534,0.99607545,0.23014347,0.048150055,-0.19196351,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.76). Key drivers: review_length, rating, verified_purchase."
5.0,0.03875,77,False,4.194444444444445,0,0.1629126401103583,24.99,3.664068188722069,4.610678031453678,3.664068188722069,AI Automation,3.664068188722069,0.021404937,0.9295184,-0.19013886,-0.33529347,-1.1738245,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.16). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.3375,25,True,0.8857142857142857,1,0.596803995869255,24.99,13.422718671095415,6.237119778515902,6.237119778515902,Human Review,6.237119778515902,0.034576267,-0.19963692,0.123181686,0.14997144,0.5621659,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.60). Key drivers: review_length, rating, verified_purchase."
4.0,0.1708333333333333,60,True,3.357142857142857,0,0.0276851231047858,24.99,0.622666103749739,4.10377768395829,0.622666103749739,AI Automation,0.622666103749739,-3.5623457,0.33981815,-0.11649242,0.054065797,-0.24543203,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.6166666666666667,6,True,0.0555555555555555,0,0.072476826369644,24.99,1.6300763018796645,4.271679383646611,1.6300763018796645,AI Automation,1.6300763018796645,-0.15827769,-1.4241377,0.12221321,0.07426539,-0.11716302,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.07). Key signals: review_length, rating, verified_purchase."
2.0,-0.2895833333333333,80,True,1.0,1,0.9331914932552714,24.99,20.988409874804308,7.498068312467385,7.498068312467385,Human Review,7.498068312467385,2.3231902,2.837955,-0.19251187,-0.013138883,-0.3478295,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, verified_purchase."
5.0,0.7,2,True,1.3255813953488371,0,0.1721099348088321,24.99,3.870924543785444,4.645154090630907,3.870924543785444,AI Automation,3.870924543785444,-0.06397858,-0.996448,-0.0639682,0.124371365,0.14066449,"rating, review_length, helpfulness_ratio","AI automation recommended due to low predicted risk (0.17). Key signals: rating, review_length, helpfulness_ratio."
5.0,0.0,10,True,1.0,0,0.646091845891776,24.99,14.531251705951934,6.421875284325322,6.421875284325322,Human Review,6.421875284325322,0.122667745,0.7758944,0.1902405,0.10153693,-0.39038256,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.65). Key drivers: review_length, rating, verified_purchase."
5.0,0.4497077922077921,135,True,0.6923076923076923,0,0.2591824338963751,24.99,5.829272120763373,4.971545353460562,5.829272120763373,Human Review,4.971545353460562,-0.05854882,-0.42656153,-0.15985794,0.057473015,0.28666633,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.26). Key drivers: review_length, rating, verified_purchase."
4.0,0.4000000000000001,36,True,0.0,0,0.0312663239335662,24.99,0.7032108915898385,4.117201815264973,0.7032108915898385,AI Automation,0.7032108915898385,-2.7165875,-0.5125609,-0.058571793,0.088123634,0.23984736,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, verified_purchase."
5.0,0.0,4,True,0.3565217391304348,0,0.2936762925780986,24.99,6.605073496374015,5.1008455827290025,6.605073496374015,Human Review,5.1008455827290025,0.07894028,0.7710199,0.12328346,0.05354972,-0.94006956,"rating, review_length, verified_purchase","Human review recommended due to elevated risk (0.29). Key drivers: rating, review_length, verified_purchase."
4.0,0.0,8,True,1.1875,1,0.0471037690509507,24.99,1.0594108697249331,4.176568478287489,1.0594108697249331,AI Automation,1.0594108697249331,-2.954606,0.6181988,0.36622432,0.14223345,0.21267764,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.05). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.5173469387755102,114,True,0.68,1,0.1719427032773325,24.99,3.867163339410486,4.644527223235081,3.867163339410486,AI Automation,3.867163339410486,-0.035844065,-0.7799962,-0.312238,0.057457957,0.24071857,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.17). Key signals: review_length, rating, verified_purchase."
5.0,0.4541666666666666,84,True,0.0,0,0.1662230202488931,24.99,3.7385219484178553,4.623086991402976,3.7385219484178553,AI Automation,3.7385219484178553,-0.08329363,-0.8457272,-0.00054710347,0.07159206,0.040211216,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.17). Key signals: review_length, rating, verified_purchase."
1.0,0.0,17,True,0.8,1,0.9010609295420722,24.99,20.265761366330743,7.377626894388458,7.377626894388458,Human Review,7.377626894388458,2.0517907,0.14495149,0.067724265,-0.009105298,0.28746012,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.90). Key drivers: review_length, rating, verified_purchase."
2.0,-0.125,45,True,1.2222222222222223,1,0.9333821786512914,24.99,20.992698580046195,7.498783096674366,7.498783096674366,Human Review,7.498783096674366,2.2168865,2.4323308,0.08523915,-0.025731066,-0.008566033,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, helpfulness_ratio."
5.0,0.2423076923076923,197,False,1.9975728155339805,0,0.7119637691532359,24.99,16.012777132025427,6.668796188670905,6.668796188670905,Human Review,6.668796188670905,0.012294389,0.13657212,0.13791113,-0.10472004,0.9793198,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.71). Key drivers: review_length, rating, helpfulness_ratio."
5.0,0.2956709956709957,78,True,0.2222222222222222,1,0.3439908774257825,24.99,7.736698824183274,5.2894498040305455,7.736698824183274,Human Review,5.2894498040305455,-0.045695055,-0.30220062,-0.2525592,0.09176994,0.22702648,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.34). Key drivers: review_length, rating, verified_purchase."
5.0,0.5,29,True,0.3333333333333333,0,0.1814686279043059,24.99,4.0814109101957445,4.680235151699291,4.0814109101957445,AI Automation,4.0814109101957445,-0.07660325,-0.4291992,0.08098928,0.14958121,-0.37985712,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.18). Key signals: review_length, rating, verified_purchase."
5.0,0.6571428571428571,45,True,0.3684210526315789,1,0.1909301418532893,24.99,4.2942098204223305,4.715701636737055,4.2942098204223305,AI Automation,4.2942098204223305,-0.11403693,-0.49614066,0.17713344,0.2013776,-0.33859098,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.19). Key signals: review_length, rating, verified_purchase."
5.0,0.0,16,True,0.0,1,0.925023712350051,24.99,20.804708314465,7.467451385744166,7.467451385744166,Human Review,7.467451385744166,0.3327777,1.9771469,0.15389545,0.032954857,1.073226,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, verified_purchase."
4.0,0.475,29,True,1.0491803278688523,0,0.0309101175540227,24.99,0.695199453907526,4.115866575651254,0.695199453907526,AI Automation,0.695199453907526,-3.309411,-0.35995835,0.070791945,0.14016293,0.6261006,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
5.0,0.182051282051282,104,True,0.2222222222222222,0,0.4989942591087892,24.99,11.222879881615778,5.870479980269296,5.870479980269296,Human Review,5.870479980269296,0.010019831,0.33295345,-0.26864257,0.069177926,0.023035938,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.50). Key drivers: review_length, rating, verified_purchase."
1.0,0.0857142857142856,121,False,8.0,0,0.871380345167163,24.99,19.59821534315466,7.26636922385911,7.26636922385911,Human Review,7.26636922385911,2.4448943,0.45765263,-0.1616426,-0.040423486,-0.6425373,"review_length, helpfulness_ratio, rating","Human review recommended due to elevated risk (0.87). Key drivers: review_length, helpfulness_ratio, rating."
1.0,-0.0333333333333333,36,True,0.6666666666666666,1,0.934014711558705,24.99,21.006924877666837,7.501154146277805,7.501154146277805,Human Review,7.501154146277805,3.1603599,1.7541927,-0.051919535,0.008365312,0.13478906,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.93). Key drivers: review_length, rating, verified_purchase."
5.0,0.0757575757575757,125,False,1.4406779661016949,1,0.5802673185200097,24.99,13.050792260833536,6.1751320434722565,6.1751320434722565,Human Review,6.1751320434722565,0.036671795,0.72458434,-0.19014978,-0.23163263,0.18634494,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.58). Key drivers: review_length, rating, helpfulness_ratio."
5.0,0.75,14,True,0.0,0,0.0639325633752822,24.99,1.4379072828734725,4.2396512138122455,1.4379072828734725,AI Automation,1.4379072828734725,-0.14517084,-1.4031603,0.004354096,0.06553642,-0.12543327,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.06). Key signals: review_length, rating, verified_purchase."
2.0,0.0375,27,True,0.2,0,0.7854405177682693,24.99,17.665342685126145,6.944223780854358,6.944223780854358,Human Review,6.944223780854358,1.0377033,0.095865935,-0.056230325,-0.024256999,0.33444804,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.79). Key drivers: review_length, rating, verified_purchase."
5.0,0.5186666666666666,28,True,0.0,1,0.1539109646176438,24.99,3.461611505215427,4.576935250869238,3.461611505215427,AI Automation,3.461611505215427,-0.060364965,-0.89901155,0.045362335,0.07230641,0.02158493,"review_length, rating, verified_purchase","AI automation recommended due to low predicted risk (0.15). Key signals: review_length, rating, verified_purchase."
5.0,0.4666666666666667,61,False,0.7777777777777778,1,0.3758186318179344,24.99,8.452536848217163,5.408756141369527,5.408756141369527,Human Review,5.408756141369527,-0.08591781,-0.5871157,-0.16122569,-0.11404489,0.9322474,"review_length, rating, helpfulness_ratio","Human review recommended due to elevated risk (0.38). Key drivers: review_length, rating, helpfulness_ratio."
5.0,-0.2166666666666666,15,True,1.0,0,0.838470280200798,24.99,18.858035071996145,7.143005845332692,7.143005845332692,Human Review,7.143005845332692,-0.08406222,1.6538619,0.1030145,0.09912905,-0.32193813,"review_length, rating, verified_purchase","Human review recommended due to elevated risk (0.84). Key drivers: review_length, rating, verified_purchase."
5.0,0.45,53,False,2.909090909090909,0,0.0319644131880741,24.99,0.7189116170129766,4.119818602835496,0.7189116170129766,AI Automation,0.7189116170129766,-0.13563344,-0.71941483,-0.025101792,-0.73231393,-1.3460175,"review_length, rating, helpfulness_ratio","AI automation recommended due to low predicted risk (0.03). Key signals: review_length, rating, helpfulness_ratio."
