rating,sentiment_score,review_length,verified_purchase,helpfulness_ratio,order_value
4,0.0,55,1,0,199.0
3,0.0,32,1,0,109.9
5,0.0,0,1,0,29.99
5,0.0,0,1,0,59.9
1,0.0,42,1,0,42.9
5,0.0,74,1,0,43.0
4,0.0,11,1,0,12.5
4,0.0,11,1,0,12.5
3,0.0,43,1,0,179.9
3,0.0,43,1,0,119.99
3,0.0,43,1,0,149.99
4,0.0,149,1,0,59.9
5,0.0,44,1,0,69.99
1,0.0,46,1,0,129.6
4,0.0,159,1,0,31.8
4,0.0,159,1,0,31.8
1,0.0,40,1,0,129.9
4,0.0,0,1,0,99.9
5,0.0,0,1,0,125.9
5,0.0,0,1,0,146.0
5,0.3333333333333333,40,1,0,39.49
5,0.3333333333333333,40,1,0,39.49
5,0.0,0,1,0,54.99
1,0.0,91,1,0,89.99
5,0.0,0,1,0,129.9
5,0.0,0,1,0,69.9
5,0.0,0,1,0,80.9
5,0.0,0,1,0,80.9
5,0.0,0,1,0,110.32
5,0.0,0,1,0,91.99
5,0.0,0,1,0,91.99
5,0.0,0,1,0,91.99
5,0.0,87,1,0,25.0
5,0.0,0,1,0,259.9
5,0.0,26,1,0,39.0
1,0.0,24,1,0,104.9
1,0.0,24,1,0,110.32
2,0.0,0,1,0,7.0
1,0.0,179,1,0,49.9
5,0.0,0,1,0,126.99
5,0.0,0,1,0,28.99
5,0.0,0,1,0,281.99
5,0.0,43,1,0,45.0
5,0.0,43,1,0,45.0
5,0.0,43,1,0,45.0
5,0.0,43,1,0,45.0
5,0.0,43,1,0,45.0
5,0.0,43,1,0,45.0
5,0.0,0,1,0,89.49
5,0.0,0,1,0,60.0
5,0.0,0,1,0,49.99
5,0.0,0,1,0,59.99
5,0.0,0,1,0,93.99
5,0.0,17,1,0,148.9
3,0.0,0,1,0,119.9
5,0.0,0,1,0,119.0
5,0.0,0,1,0,48.0
4,0.0,0,1,0,49.1
5,0.0,55,1,0,66.39
4,0.0,0,1,0,39.9
5,0.0,0,1,0,159.99
4,0.0,0,1,0,49.9
1,0.0,0,1,0,36.9
5,0.0,45,1,0,199.0
5,0.0,67,1,0,28.0
5,0.0,67,1,0,47.99
5,0.0,0,1,0,229.9
4,0.0,14,1,0,117.3
5,0.0,0,1,0,35.9
5,0.5,2,1,0,24.9
5,0.0,0,1,0,359.9
5,0.0,0,1,0,98.7
1,0.0,68,1,0,179.9
5,0.0,21,1,0,99.9
3,0.0,16,1,0,62.8
2,0.0,0,1,0,45.0
5,0.0,40,1,0,80.0
5,0.0,8,1,0,109.9
5,0.0,0,1,0,159.0
4,0.0,0,1,0,410.0
5,0.0,104,1,0,37.99
5,0.0,0,1,0,110.0
5,0.0,53,1,0,52.39
4,0.0,0,1,0,87.37
5,0.0,0,1,0,24.99
5,0.5,2,1,0,257.6
5,0.0,5,1,0,83.0
3,0.0,30,1,0,159.99
5,0.0,47,1,0,179.9
5,0.0,47,1,0,179.9
5,0.0,0,1,0,359.5
4,0.0,0,1,0,45.0
4,0.0,0,1,0,45.0
2,0.0,0,1,0,679.0
5,0.0,0,1,0,84.99
4,0.0,10,1,0,49.99
4,0.0,17,1,0,59.9
3,0.0,178,1,0,39.99
2,0.0,0,1,0,69.9
2,0.0,0,1,0,69.9
4,0.0,0,1,0,69.9
3,0.0,0,1,0,167.0
3,0.0,0,1,0,169.49
5,0.0,0,1,0,95.0
5,0.0,0,1,0,27.9
5,0.0,0,1,0,289.9
3,-0.2,112,1,0,189.9
5,0.0,0,1,0,69.9
5,0.0,22,1,0,99.9
5,0.0,0,1,0,49.9
4,0.0,0,1,0,68.0
5,0.0,0,1,0,25.9
3,0.0,0,1,0,269.9
5,0.0,0,1,0,52.88
5,0.0,71,1,0,279.99
5,0.0,0,1,0,102.0
4,0.0,0,1,0,28.9
4,0.0,0,1,0,12.88
5,0.0,29,1,0,129.97
5,0.0,0,1,0,96.0
1,0.0,180,1,0,64.99
5,0.0,0,1,0,428.0
5,0.0,0,1,0,159.99
4,0.0,0,1,0,120.0
5,0.0,0,1,0,37.99
5,0.0,0,1,0,155.99
5,0.0,59,1,0,69.9
4,0.3333333333333333,87,1,0,89.9
5,0.0,0,1,0,135.0
5,0.0,0,1,0,31.9
3,0.0,0,1,0,49.99
5,0.0,0,1,0,136.78
5,0.0,0,1,0,117.7
4,0.0,0,1,0,22.5
5,0.0,0,1,0,129.9
1,0.0,187,1,0,110.32
1,0.0,187,1,0,110.32
3,0.0,0,1,0,199.9
5,0.0,65,1,0,64.9
5,0.0,0,1,0,59.99
5,0.0,0,1,0,320.0
4,0.0,0,1,0,129.0
5,0.0,81,1,0,9.9
5,0.0,0,1,0,359.7
5,0.0,0,1,0,359.7
3,0.0,0,1,0,49.99
4,0.0,0,1,0,48.32
4,0.0,0,1,0,74.9
5,0.0,23,1,0,65.0
4,0.0,0,1,0,17.5
5,0.0,0,1,0,38.2
5,0.0,106,1,0,68.0
4,0.2,49,1,0,383.5
5,0.0,0,1,0,79.9
5,0.0,15,1,0,39.9
5,0.0,15,1,0,39.9
5,0.0,0,1,0,199.0
2,0.0,0,1,0,99.0
5,0.0,0,1,0,119.9
5,0.0,0,1,0,34.99
1,0.0,0,1,0,199.0
5,0.0,66,1,0,105.0
3,0.0,0,1,0,24.9
5,0.0,74,1,0,199.9
5,0.0,61,1,0,109.9
5,0.0,61,1,0,109.9
5,0.3333333333333333,62,1,0,119.0
4,0.0,0,1,0,20.0
5,0.0,29,1,0,35.0
5,0.0,41,1,0,56.9
4,0.0,0,1,0,60.0
5,0.0,0,1,0,178.99
5,0.0,0,1,0,122.99
4,0.0,61,1,0,94.0
1,0.0,142,1,0,70.91
5,0.0,23,1,0,174.9
4,0.0,0,1,0,109.9
5,0.0,0,1,0,59.99
5,0.0,0,1,0,12.99
5,0.0,0,1,0,13.3
5,0.0,0,1,0,64.9
4,0.0,8,1,0,15.9
5,0.0,0,1,0,79.97
5,0.0,0,1,0,79.99
5,0.0,0,1,0,44.9
5,0.0,0,1,0,325.0
5,0.0,0,1,0,72.9
4,0.0,0,1,0,109.0
5,0.0,0,1,0,394.65
4,0.0,0,1,0,34.49
5,0.0,0,1,0,66.99
2,0.0,82,1,0,54.9
3,0.0,35,1,0,170.0
5,0.0,0,1,0,27.9
5,0.0,0,1,0,39.9
5,0.0,0,1,0,89.99
5,0.0,35,1,0,84.9
5,0.0,0,1,0,34.9
4,0.0,0,1,0,16.99
5,0.0,0,1,0,49.0
3,0.0,88,1,0,119.0
5,0.0,0,1,0,219.0
3,0.0,0,1,0,129.9
5,0.0,0,1,0,89.18
5,0.0,37,1,0,89.9
5,0.0,37,1,0,89.9
5,0.0,0,1,0,79.0
4,0.0,0,1,0,115.0
1,0.0,67,1,0,844.0
5,0.0,176,1,0,299.0
4,0.3333333333333333,37,1,0,259.9
4,0.0,3,1,0,55.9
5,0.0,0,1,0,29.9
4,0.0,39,1,0,174.9
1,0.0,11,1,0,245.9
1,0.0,93,1,0,217.85
1,0.0,93,1,0,142.9
1,0.0,93,1,0,142.9
1,0.0,93,1,0,217.85
4,0.0,0,1,0,95.9
4,0.0,0,1,0,95.9
5,0.0,0,1,0,49.9
5,0.0,0,1,0,39.99
5,0.0,0,1,0,89.0
3,0.0,0,1,0,43.99
5,0.0,0,1,0,59.9
5,0.0,0,1,0,21.5
4,0.0,0,1,0,139.99
3,0.0,0,1,0,99.9
4,0.0,0,1,0,19.9
5,0.0,0,1,0,39.9
4,0.0,0,1,0,52.0
5,0.0,0,1,0,159.0
5,0.0,0,1,0,132.0
5,0.0,0,1,0,139.9
1,0.0,0,1,0,135.0
1,0.0,0,1,0,267.0
5,0.0,0,1,0,153.0
5,0.0,0,1,0,84.99
5,0.6510416666666665,23,1,0,59.9
5,0.0,0,1,0,129.9
5,0.0,0,1,0,38.25
5,0.0,0,1,0,412.0
4,0.0,0,1,0,168.9
5,0.0,109,1,0,1148.0
2,0.0,100,1,0,35.9
5,0.0,0,1,0,55.0
4,0.0,31,1,0,39.0
5,0.0,0,1,0,69.9
1,0.0,200,1,0,139.5
1,0.0,200,1,0,139.5
5,0.0,0,1,0,69.99
5,0.0,0,1,0,24.9
5,0.0,28,1,0,75.0
4,0.0,0,1,0,18.9
3,0.0,0,1,0,1099.0
5,0.0,44,1,0,65.9
4,0.0,0,1,0,28.9
5,0.0,0,1,0,22.32
5,0.0,0,1,0,1999.0
1,0.0,78,1,0,204.0
5,0.0,0,1,0,69.0
5,0.0,45,1,0,249.0
5,0.0,0,1,0,349.9
4,0.0,0,1,0,64.99
5,0.0,28,1,0,185.9
5,0.0,0,1,0,154.9
5,0.0,34,1,0,110.32
5,0.0,34,1,0,138.9
5,0.0,0,1,0,21.15
5,0.0,0,1,0,144.9
5,0.0,0,1,0,131.0
5,0.0,0,1,0,94.5
5,0.0,51,1,0,102.9
5,0.0,43,1,0,182.0
5,0.0,0,1,0,18.0
4,0.0,0,1,0,166.99
5,0.0,0,1,0,25.99
5,0.0,30,1,0,29.99
4,0.0,0,1,0,31.99
4,0.0,0,1,0,175.0
4,0.0,0,1,0,175.0
5,0.0,0,1,0,60.0
5,0.0,0,1,0,84.94
3,0.0,153,1,0,21.9
3,0.0,153,1,0,21.9
3,0.0,153,1,0,21.9
1,0.0,44,1,0,89.0
4,0.0,0,1,0,159.99
5,0.0,45,1,0,99.99
5,0.0,0,1,0,94.5
1,0.0,2,1,0,300.0
5,0.0,0,1,0,189.9
5,0.0,0,1,0,79.99
4,0.0,0,1,0,65.0
1,0.0,72,1,0,75.0
5,0.0,0,1,0,109.9
3,0.0,175,1,0,68.9
4,0.0,0,1,0,59.9
4,0.0,0,1,0,59.9
5,0.0,9,1,0,64.9
5,0.0,0,1,0,16.9
3,0.0,0,1,0,112.0
5,0.0,83,1,0,60.0
5,0.0,0,1,0,170.0
1,0.0,56,1,0,149.99
3,0.0,0,1,0,27.99
4,0.0,0,1,0,79.9
5,0.0,0,1,0,185.0
5,0.0,9,1,0,64.89
5,0.0,0,1,0,29.99
5,0.0,0,1,0,179.49
5,0.0,0,1,0,59.99
1,0.0,0,1,0,25.0
5,0.0,10,1,0,179.9
5,0.0,0,1,0,84.99
4,0.0,0,1,0,59.9
5,0.0,29,1,0,235.92
5,0.0,29,1,0,235.92
3,0.0,80,1,0,292.0
1,0.0,106,1,0,59.99
1,0.0,106,1,0,59.99
5,0.0,0,1,0,47.65
1,0.0,89,1,0,89.99
1,0.0,99,1,0,89.99
4,0.0,0,1,0,296.5
1,0.0,176,1,0,2690.0
5,0.0,0,1,0,49.9
5,0.0,0,1,0,106.9
1,0.0,111,1,0,120.0
1,0.0,111,1,0,204.0
4,0.0,0,1,0,29.9
4,0.0,0,1,0,29.9
4,0.0,0,1,0,29.9
1,0.0,123,1,0,199.98
5,0.0,0,1,0,56.99
5,0.0,0,1,0,19.9
4,0.0,0,1,0,99.9
5,0.0,12,1,0,61.5
5,0.0,0,1,0,94.9
5,0.0,0,1,0,99.0
5,0.0,0,1,0,41.3
3,0.0,0,1,0,160.0
5,0.0,0,1,0,124.17
1,0.0,91,1,0,56.99
5,0.0,50,1,0,72.0
5,0.0,0,1,0,229.0
5,0.0,0,1,0,50.0
4,0.0,0,1,0,49.1
4,0.0,0,1,0,49.1
5,0.0,0,1,0,40.0
5,0.0,0,1,0,132.0
3,0.0,0,1,0,29.9
4,0.0,13,1,0,27.9
5,0.0,0,1,0,309.99
4,0.0,190,1,0,180.0
1,0.0,0,1,0,73.9
5,0.0,0,1,0,355.9
5,0.0,0,1,0,359.0
5,0.3333333333333333,62,1,0,119.0
5,0.0,0,1,0,12.88
5,0.0,0,1,0,49.9
4,0.0,0,1,0,29.0
1,0.0,111,1,0,37.39
1,0.0,111,1,0,37.39
5,0.0,0,1,0,49.0
5,0.0,0,1,0,108.9
1,0.0,90,1,0,85.0
5,0.0,0,1,0,54.99
4,0.0,0,1,0,72.0
5,0.0,0,1,0,170.0
4,0.0,0,1,0,27.99
5,0.0,52,1,0,74.9
5,0.0,52,1,0,74.9
5,0.0,0,1,0,49.99
5,0.0,0,1,0,42.99
3,0.0,26,1,0,59.9
1,0.0,48,1,0,550.0
1,0.0,118,1,0,59.9
1,0.0,118,1,0,59.9
1,0.0,129,1,0,29.99
1,-0.2,93,1,0,1695.0
5,0.0,9,1,0,39.9
5,0.0,0,1,0,279.9
5,0.0,0,1,0,30.9
5,0.0,36,1,0,122.99
5,0.0,0,1,0,19.9
5,0.0,56,1,0,59.0
1,0.0,153,1,0,153.0
3,0.0,40,1,0,21.0
3,0.0,40,1,0,35.0
3,0.0,40,1,0,21.0
3,0.0,40,1,0,35.0
3,0.0,40,1,0,28.0
3,0.0,40,1,0,28.0
5,0.0,0,1,0,29.9
2,0.0,0,1,0,380.0
3,0.0,0,1,0,89.9
4,0.0,0,1,0,28.0
5,0.0,52,1,0,299.9
5,0.0,0,1,0,110.32
5,0.0,0,1,0,35.9
5,0.0,0,1,0,29.99
4,0.0,0,1,0,56.97
5,0.0,0,1,0,104.9
3,0.0,0,1,0,899.99
4,0.0,0,1,0,39.9
5,0.0,0,1,0,27.9
5,0.0,0,1,0,149.99
2,0.0,139,1,0,89.0
2,0.0,139,1,0,89.0
4,0.0,144,1,0,75.9
3,0.0,49,1,0,59.0
3,0.0,49,1,0,59.0
3,0.0,130,1,0,27.9
5,0.0,0,1,0,196.8
5,0.0,0,1,0,122.5
3,0.0,0,1,0,279.99
5,0.0,19,1,0,89.9
5,0.0,16,1,0,12.65
5,0.0,0,1,0,895.0
5,0.0,201,1,0,27.9
1,0.0,27,1,0,69.99
5,0.0,0,1,0,559.0
4,0.0,90,1,0,195.9
5,0.0,22,1,0,59.9
5,0.0,0,1,0,19.9
4,0.0,0,1,0,39.99
4,0.0,80,1,0,59.99
5,0.0,0,1,0,179.9
3,0.0,0,1,0,189.0
3,0.0,0,1,0,89.9
5,0.0,0,1,0,208.0
1,0.375,165,1,0,22.0
2,0.3333333333333333,41,1,0,179.9
3,0.0,100,1,0,159.9
4,0.0,13,1,0,198.0
4,0.0,0,1,0,283.02
4,0.0,0,1,0,24.5
4,0.0,63,1,0,480.65
5,0.0,0,1,0,318.98
5,0.8138020833333331,107,1,0,19.9
5,0.0,0,1,0,80.4
5,0.0,0,1,0,80.4
4,0.0,75,1,0,179.99
5,0.0,73,1,0,12.9
1,0.0,129,1,0,1349.0
5,0.0,66,1,0,89.9
5,0.0,66,1,0,89.9
3,0.0,0,1,0,335.0
5,0.0,31,1,0,25.0
4,0.0,0,1,0,27.99
4,0.0,0,1,0,299.9
3,0.0,172,1,0,25.9
4,0.0,0,1,0,53.99
5,0.0,0,1,0,23.9
5,0.0,52,1,0,109.9
4,0.0,38,1,0,99.0
5,0.0,0,1,0,115.52
4,0.0,0,1,0,41.9
4,0.0,0,1,0,355.79
1,0.0,198,1,0,44.9
5,0.0,0,1,0,88.6
4,0.0,11,1,0,119.6
4,0.0,0,1,0,112.99
4,0.0,0,1,0,112.99
4,0.0,0,1,0,112.99
4,0.0,0,1,0,112.99
4,0.0,0,1,0,112.99
4,0.0,0,1,0,112.99
5,0.0,0,1,0,39.9
5,0.0,0,1,0,117.3
5,0.0,55,1,0,32.0
4,0.0,0,1,0,24.6
5,0.0,17,1,0,79.0
1,0.0,151,1,0,133.0
5,0.0,65,1,0,79.0
5,0.0,6,1,0,79.9
1,0.0,0,1,0,33.8
1,0.0,105,1,0,116.99
5,0.0,164,1,0,49.0
5,0.0,0,1,0,49.39
5,0.0,0,1,0,243.37
5,0.0,0,1,0,249.0
5,0.0,0,1,0,119.9
4,0.0,42,1,0,59.99
4,0.0,42,1,0,59.99
4,0.0,0,1,0,289.0
5,0.0,0,1,0,117.0
5,0.0,29,1,0,35.9
1,0.0,20,1,0,124.9
5,0.0,14,1,0,75.0
5,0.0,66,1,0,49.0
5,0.0,0,1,0,139.0
5,0.0,25,1,0,29.99
5,0.0,25,1,0,29.99
4,0.0,0,1,0,159.9
5,0.0,0,1,0,85.0
3,0.0,23,1,0,129.99
5,0.0,0,1,0,110.32
1,0.0,64,1,0,119.9
3,0.0,0,1,0,34.9
5,0.0,0,1,0,14.6
5,0.0,0,1,0,89.9
1,0.0,57,1,0,125.0
1,0.0,57,1,0,125.0
1,0.0,57,1,0,125.0
1,0.0,57,1,0,125.0
1,0.0,57,1,0,125.0
4,0.0,0,1,0,219.99
5,0.0,0,1,0,74.9
4,0.0,0,1,0,259.9
4,0.0,0,1,0,259.9
5,0.0,0,1,0,75.0
5,0.3333333333333333,74,1,0,127.5
1,0.0,103,1,0,45.0
1,0.0,103,1,0,45.0
1,0.0,103,1,0,45.0
1,0.0,103,1,0,45.0
1,0.0,103,1,0,45.0
5,0.0,0,1,0,119.9
3,0.0,66,1,0,109.8
5,0.5,40,1,0,73.9
5,0.0,20,1,0,599.0
5,0.0,0,1,0,19.9
3,0.0,0,1,0,19.9
4,0.0,0,1,0,7.8
5,0.0,0,1,0,205.0
3,0.0,0,1,0,59.9
3,0.0,0,1,0,120.0
5,0.0,54,1,0,45.95
4,0.0,0,1,0,419.0
1,0.0,0,1,0,599.0
5,0.0,0,1,0,27.9
5,0.0,0,1,0,27.9
5,0.0,0,1,0,189.9
5,0.0,0,1,0,13.9
3,0.0,198,1,0,59.9
3,0.0,198,1,0,59.9
3,0.0,198,1,0,59.9
5,0.0,28,1,0,109.9
5,0.0,24,1,0,43.0
1,0.0,0,1,0,33.5
5,0.0,59,1,0,54.99
5,0.0,0,1,0,49.99
5,0.41666666666666663,37,1,0,149.9
5,0.0,0,1,0,149.9
5,0.0,0,1,0,29.9
4,0.0,116,1,0,112.94
5,0.0,68,1,0,45.0
4,0.0,0,1,0,293.5
3,0.0,0,1,0,44.9
5,0.0,0,1,0,149.9
3,0.0,109,1,0,59.9
3,0.0,5,1,0,199.9
5,0.0,0,1,0,107.9
1,0.0,188,1,0,8.99
1,0.0,188,1,0,8.99
1,0.0,188,1,0,22.9
1,0.0,188,1,0,8.99
1,0.0,188,1,0,29.95
4,0.0,0,1,0,79.9
1,0.0,90,1,0,59.0
1,0.0,90,1,0,37.95
5,0.0,54,1,0,109.9
5,0.0,0,1,0,23.9
5,0.0,0,1,0,39.9
3,0.0,15,1,0,29.99
5,0.0,0,1,0,699.9
1,0.0,174,1,0,69.9
1,0.0,73,1,0,69.9
4,-0.2,38,1,0,89.18
5,0.0,0,1,0,56.1
5,0.0,0,1,0,21.99
5,0.0,0,1,0,22.9
5,0.0,0,1,0,89.0
4,0.0,0,1,0,38.99
5,0.0,0,1,0,55.0
5,0.0,99,1,0,79.0
3,0.0,0,1,0,35.0
4,0.0,69,1,0,14.0
5,0.0,0,1,0,46.9
4,0.0,0,1,0,229.9
5,0.0,17,1,0,109.0
1,0.0,0,1,0,149.9
5,0.0,0,1,0,219.0
5,0.0,0,1,0,37.9
5,0.0,0,1,0,69.9
1,0.0,64,1,0,69.9
5,0.0,0,1,0,86.96
5,0.0,0,1,0,86.96
5,0.0,0,1,0,69.9
1,0.0,0,1,0,56.99
5,0.0,41,1,0,53.0
5,0.0,0,1,0,59.9
1,0.0,0,1,0,89.9
5,0.0,0,1,0,64.9
5,0.3333333333333333,185,1,0,26.9
5,0.0,0,1,0,148.0
5,0.0,7,1,0,89.9
4,0.0,37,1,0,18.99
5,0.0,0,1,0,69.9
1,0.0,54,1,0,109.9
3,0.0,37,1,0,61.9
2,0.0,97,1,0,18.99
5,-0.6,112,1,0,160.0
1,0.0,32,1,0,243.0
5,0.0,0,1,0,19.3
5,0.0,66,1,0,72.5
5,0.0,66,1,0,72.5
4,0.0,0,1,0,37.99
4,0.0,0,1,0,8.9
4,0.0,0,1,0,8.9
5,0.0,0,1,0,45.0
5,0.0,0,1,0,45.0
5,0.0,0,1,0,96.0
5,0.0,0,1,0,94.99
5,0.0,0,1,0,51.9
5,0.0,0,1,0,30.0
1,0.0,0,1,0,38.0
5,0.0,0,1,0,199.99
4,0.0,0,1,0,138.0
4,0.0,0,1,0,138.0
4,0.0,0,1,0,138.0
4,0.0,51,1,0,110.0
5,0.3333333333333333,117,1,0,49.9
5,0.0,0,1,0,39.9
4,0.0,48,1,0,329.99
5,0.0,0,1,0,299.0
5,0.0,34,1,0,85.0
1,0.0,29,1,0,28.0
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
5,0.0,0,1,0,19.3
4,0.0,0,1,0,94.98
4,0.0,0,1,0,149.99
1,0.0,33,1,0,153.0
1,0.0,33,1,0,77.0
5,0.0,0,1,0,117.7
5,0.0,0,1,0,329.9
5,0.0,0,1,0,122.99
5,0.0,0,1,0,51.0
4,0.0,62,1,0,59.9
4,0.0,95,1,0,13.65
3,0.0,114,1,0,159.9
3,0.0,39,1,0,69.99
3,0.0,39,1,0,19.9
3,0.0,33,1,0,120.0
5,0.0,0,1,0,95.0
5,0.0,0,1,0,799.9
5,0.0,0,1,0,149.65
5,0.0,0,1,0,67.9
5,0.0,0,1,0,247.88
5,0.0,0,1,0,74.9
5,0.0,0,1,0,328.9
5,0.3333333333333333,37,1,0,89.9
4,0.0,0,1,0,119.99
5,0.0,0,1,0,82.0
5,0.0,0,1,0,49.0
5,0.0,0,1,0,55.0
5,0.0,0,1,0,150.0
4,0.0,0,1,0,228.0
4,0.0,0,1,0,90.0
3,0.0,0,1,0,24.9
4,0.0,0,1,0,19.9
5,0.0,0,1,0,399.0
5,0.0,0,1,0,130.0
5,0.0,0,1,0,110.0
1,-0.25,196,1,0,294.9
5,0.0,47,1,0,39.9
3,0.0,66,1,0,29.99
1,0.1375,188,1,0,485.0
1,0.1375,188,1,0,485.0
5,0.0,78,1,0,110.0
5,0.0,63,1,0,99.9
4,0.0,0,1,0,24.9
4,0.0,0,1,0,31.19
4,0.0,0,1,0,35.99
4,0.0,0,1,0,14.9
4,0.0,0,1,0,31.9
4,0.0,0,1,0,22.9
4,0.0,0,1,0,22.9
4,0.0,0,1,0,115.0
4,0.0,0,1,0,169.9
4,0.0,0,1,0,49.99
5,0.0,0,1,0,135.0
1,0.0,116,1,0,59.99
5,0.0,0,1,0,25.89
5,0.0,80,1,0,94.95
3,0.0,53,1,0,636.0
4,0.0,0,1,0,53.99
1,0.0,0,1,0,39.9
4,0.0,0,1,0,21.9
5,0.0,0,1,0,89.9
5,0.0,0,1,0,72.0
5,0.0,0,1,0,97.0
2,0.0,180,1,0,63.99
2,0.0,180,1,0,110.99
4,0.0,0,1,0,68.0
4,0.0,17,1,0,40.8
1,0.0,33,1,0,56.99
5,0.0,64,1,0,19.99
5,0.0,49,1,0,26.33
5,0.0,18,1,0,67.99
4,0.0,0,1,0,123.47
3,0.0,109,1,0,143.99
5,0.0,0,1,0,18.9
4,0.0,15,1,0,120.0
4,0.0,0,1,0,6.0
5,0.0,52,1,0,25.9
5,0.0,52,1,0,25.9
4,0.0,30,1,0,99.0
5,0.0,12,1,0,32.64
2,0.0,120,1,0,69.9
1,0.0,25,1,0,69.9
4,0.0,0,1,0,28.7
1,0.0,33,1,0,129.0
4,0.0,0,1,0,140.0
1,0.0,87,1,0,37.99
5,0.0,74,1,0,299.99
4,0.0,0,1,0,44.99
5,0.0,88,1,0,89.99
5,0.0,0,1,0,58.99
3,0.0,9,1,0,45.0
4,0.5,7,1,0,75.0
5,0.0,0,1,0,59.9
1,0.0,0,1,0,29.99
5,0.0,47,1,0,798.0
5,0.0,42,1,0,49.99
1,0.0,65,1,0,99.99
1,0.0,123,1,0,172.5
